"{{22, 1}, {23, 2}, {23, 121}, {24, 5}, {24, 124}, {25, 11}, {26, 21}, {27, 36}, {28, 57}, {35, 85}, {42, 85}, {44, 21}}","{}","{}","{{34, 21}, {43, 21}}"
"{{56, 1}, {57, 2}, {58, 5}, {58, 22}, {59, 11}, {60, 21}, {61, 12}, {61, 36}, {62, 57}, {62, 86}, {63, 85}, {64, 121}, {65, 166}, {66, 221}, {77, 287}, {88, 121}, {89, 365}, {102, 456}, {104, 287}, {116, 561}, {118, 681}, {131, 681}}","{{146, 287}}","{{145, 681}}","{{117, 121}, {119, 166}, {134, 121}}","{{148, 121}}","{}","{}","{{147, 121}}"
